gen,max,mean,std 
0,30.402999770034196,-1.8202496980815397,8.92191480596682
1,35.15704598623269,4.090806807192573,11.904817382496057
2,34.4606078024854,1.8277917729214692,8.272850601430289
3,31.030255544960266,3.1869169330195932,7.802263828240296
4,31.030255544960266,3.0728274579373567,7.895392071580609
5,30.853032479773766,6.022407180843947,10.16474257872036
6,51.357134454634576,11.878065260549722,13.63378115223518
7,35.78432177218245,6.249007882866023,10.77630104801665
8,40.09951809618683,8.194844025688033,11.490036527623397
9,46.943602972026255,12.420617057419658,10.651952221534483
10,46.943602972026255,11.611936658303549,13.02816958798343
11,37.97936568005843,10.14396420769034,10.957352702723133
12,37.992676472139124,12.001163811465355,11.023077714455471
13,44.64888321111689,11.428911454501698,11.29240430807587
14,44.825558402302015,15.51927857818867,13.800258414490926
15,44.71181995160657,15.392189590991245,12.702025917589697
16,44.71181995160657,13.561479412719688,13.90695765595701
17,44.85687722848466,13.26677748450192,13.293823363097754
18,44.85687722848466,19.001298835655838,14.599819878871122
19,44.78197669058109,16.563393760420233,13.922801084803913
20,44.78197669058109,17.82623868926429,13.26884108245308
21,38.09553825050248,18.975283548561823,12.600442992063616
22,37.853778500021605,17.006915168575922,13.115011902443136
23,37.90467337019733,18.363467163571293,13.321776544747397
24,46.984526860643086,19.53450139560625,12.244403476624958
25,38.05008148079196,20.469438193003416,13.208217086647887
26,37.930327295475664,23.17601283794263,12.831704294267453
27,37.95250542135551,20.937813254846496,14.844384593960504
28,38.012798566147154,22.793299909208667,14.148621858293877
29,51.233093671275725,26.47802807229533,11.36307355054299
30,40.03547675446967,24.452151837531368,11.425282322138557
31,44.69450695588893,23.546430249750777,13.52686342574227
32,44.69450695588893,27.374765979668762,11.359245127164614
33,57.56200135616552,26.93591098304887,13.785174443388746
34,57.56200135616552,26.451460896237357,13.817039025920236
35,44.742355908508486,24.018300722337948,13.468564619565523
36,46.93591751292879,25.212488525215775,12.996673905650754
37,46.94594749007172,24.477889339929963,10.693313082843872
38,51.29586272274621,27.365116353493896,10.44318818937451
39,44.717232430283616,28.113024357435734,11.541530384275958
40,37.97267570394072,29.083108791015235,9.879009211258325
41,46.98218057562352,30.33328280333267,10.441509441710082
42,46.84900025609744,33.35123596170514,7.774373813580555
43,46.84900025609744,30.739430682054262,10.68916820285508
44,44.772374565842085,30.815704858027697,9.662799727076104
45,44.772374565842085,26.90245176456965,14.305713824200977
46,51.305255589989855,30.35273979299738,11.12060481829997
47,51.305255589989855,28.09335222556666,12.820803716326632
48,53.798476828130376,31.654351747646274,10.508926839321317
49,44.69249497358628,28.7998338807544,11.93352733448821
