gen,max,mean,std 
0,25.08805525931721,-1.8020653155121955,7.544383392841449
1,37.73485030337021,1.9755826984608365,10.185226575843398
2,31.222858555276737,2.3550273268688224,8.817148829048719
3,31.222858555276737,7.632662381953287,9.711452575270727
4,26.208415831491113,7.300733327849829,8.87394074343571
5,23.01990603729434,5.076519283781211,8.114698528872335
6,37.21007662808978,9.490100164078902,10.086877241609077
7,37.78008574085544,9.547759803599174,12.020508829558398
8,44.47104444532804,10.384807290841197,12.31388208707824
9,44.47104444532804,13.627106289017295,12.080168078833884
10,37.827287908581226,13.080162800815327,11.789632243446224
11,31.07542963225958,12.972257457128729,9.812032260659263
12,35.74048556396356,14.011138543850535,9.417918229031272
13,37.42498901300124,13.635974004682918,10.825645083523572
14,45.01723387697103,15.802412021595094,12.264345005873833
15,44.42149428028427,15.081059328517295,12.213450169554363
16,37.46787934281411,13.8094955126949,11.278293448451414
17,58.72498658761558,19.74331073045704,9.996541326056454
18,58.74261890601516,18.938687907112644,10.278747356555263
19,44.60209345164908,21.723537802695606,9.266841076103766
20,58.8052695964212,22.78896598927276,9.130973664307955
21,65.78893740743747,25.010830132435593,13.306423849282156
22,58.73883497817421,33.15525142156287,9.048713188086918
23,67.3107356855698,37.11059608393359,9.484510626907102
24,49.15690689702621,33.05594981714326,7.013884631408876
25,49.61356626331289,35.60124279448543,8.572905688735101
26,58.77771190345854,35.19134518399613,8.709173760133732
27,65.72366794250387,35.121726565912454,10.725362844345485
28,64.98392969600786,35.633186950760866,9.279580479822279
29,51.686971459484425,37.84810501178779,6.113631563518503
30,54.7821175666058,36.37873499617801,8.661661510871633
31,65.8087381411077,38.82915709156951,9.128673598319937
32,65.8087381411077,37.63106236262418,9.185467311242192
33,58.98484892671332,36.89094936068114,7.661925911010575
34,65.80566205106452,40.31963915408097,10.735436314338916
35,51.97598315093598,38.305954151731285,7.3652742652564305
36,58.740315032874726,39.374755152874805,9.15048331688317
37,65.8087381411077,38.51872733285149,8.89623819989028
38,63.723954223888114,41.76621761139114,9.079778625358264
39,63.723954223888114,40.2693635656389,10.296515392876318
40,63.723954223888114,43.206345839382905,10.747088709343648
41,65.8087381411077,43.372848398105006,10.545973413530154
42,63.723954223888114,44.05958530300628,10.73527180765344
43,65.8087381411077,42.959399566257105,10.726962848040813
44,65.8032273157781,45.562296271253025,11.11810653469702
45,65.8087381411077,44.141225180569755,12.698027674898103
46,65.81448097671856,45.86111450737559,11.888645412601926
47,65.81448097671856,45.88897925999911,11.943831299832722
48,65.81448097671856,44.77102191258283,12.78503630612026
49,65.8087381411077,46.23268377458683,11.975095378869543
