1,-74.0,74.4,-50.0,-56.0,47.44,-68.0,-36.0,-30.0
0,-84.0,39.6,-54.0,-30.0,43.48,-40.0,-20.0,23.68
2,-80.0,56.4,-50.0,-54.0,49.0,-36.0,-36.0,-12.0
3,-82.0,40.0,-68.0,-50.0,42.04,-58.0,-36.0,25.84
4,-80.0,46.0,-18.0,-32.0,49.12,-36.0,-20.0,26.2
5,-72.0,73.2,-32.0,-54.0,52.6,-22.0,-44.0,-24.0
6,-74.0,15.2,-58.0,-44.0,54.88,-38.0,-26.0,47.92
7,-66.0,49.2,-56.0,-60.0,51.76,-42.0,-28.0,28.72
8,-90.0,46.0,-54.0,-58.0,57.4,-42.0,-14.0,18.76
9,-72.0,58.0,-40.0,-54.0,49.24,-40.0,-36.0,-30.0
