1,-76.0,29.2,-68.0,-54.0,50.56,-52.0,-16.0,24.76
0,-80.0,40.8,-70.0,-52.0,49.12,-54.0,-28.0,20.8
2,-78.0,12.0,-48.0,-30.0,17.36,-90.0,11.4,36.4
3,-76.0,76.0,-58.0,-48.0,60.04,-72.0,-26.0,24.04
4,-74.0,11.2,-74.0,-30.0,-34.0,-96.0,-30.0,15.24
5,-82.0,28.0,-68.0,-66.0,20.08,-92.0,-48.0,23.68
6,-84.0,-16.0,-60.0,-34.0,51.04,-86.0,-14.0,26.2
7,-76.0,51.6,-46.0,-32.0,48.04,-78.0,-14.0,24.4
8,-86.0,38.0,-86.0,-23.64,-12.84,-98.0,-24.0,35.84
9,-96.0,17.2,-62.0,-66.0,-4.2,-54.0,-28.0,21.4
