1,-84.0,36.0,-70.0,-50.0,48.16,-62.0,-36.0,28.96
0,-74.0,20.4,-62.0,-34.0,51.64,-36.0,-28.0,25.84
2,-57.6,72.0,-56.0,-44.0,48.64,-46.0,-36.0,23.92
3,-70.0,16.0,-62.0,-46.0,13.88,-50.0,-19.76,15.76
4,-82.0,4.8,-42.0,-4.48,51.76,-42.0,-44.0,16.96
5,-80.0,53.2,-70.0,-52.0,48.16,-44.0,-26.0,28.24
6,-74.0,-20.0,-78.0,-74.0,0.24,-60.0,-44.0,24.16
7,-82.0,58.8,-52.0,-46.0,46.24,-56.0,18.4,26.8
8,-78.0,46.0,-52.0,-40.0,51.04,-44.0,-20.0,29.08
9,-90.0,28.4,-62.0,-70.0,-3.52,-24.0,-30.0,44.8
