gen,max,mean,std 
0,26.851514317110198,0.2454727792916019,10.081299071930243
1,31.01916395279083,1.1780526571872945,8.574251454778336
2,25.68457959704459,3.364429537648018,7.7893446954652035
3,28.967000591400833,5.483728984807596,8.629553151959684
4,35.743551444113905,4.331324149513817,9.622815221565139
5,36.04667960562581,8.115893848651583,11.50015822215941
6,36.04421890446915,9.608327939029781,11.804264570769538
7,37.806972884170605,7.881550788288985,12.695452837497134
8,36.06250655608705,9.77387376861679,11.41300565436379
9,29.979006960587945,9.96742700983394,9.98699468057915
10,37.38185261665157,11.001646158526963,11.27906161652139
11,41.52383593201738,11.746880389631265,13.409385649453354
12,46.61124804408174,12.40612445533765,15.193584273649936
13,37.53757730299557,12.781556083483498,13.161857048427636
14,36.065454285720975,11.82823595962616,11.67123115472301
15,57.49750571526017,16.1616638212979,14.480575800986157
16,57.49750571526017,15.140330128907232,17.120640944443156
17,43.01923272127158,13.044773462101954,12.669004002190814
18,36.066668200026314,17.302693662820126,10.960491320530199
19,41.10904672475998,20.689653896161552,13.866825165092642
20,43.02325158388646,21.314882444640343,14.07538025214466
21,37.91977521298004,23.41077341236006,13.966473628707861
22,43.02080011906136,19.699798018277612,14.15424708515904
23,37.32789102782495,23.584523744916186,11.316569335170596
24,37.345385982310816,23.719827114306156,12.868522033188837
25,36.06781088784613,24.289196467257845,12.197409004525888
26,37.597247781825644,23.605558739380065,12.440530434782076
27,51.18637312840427,25.252332524530228,12.65745864556749
28,57.41731383314695,28.831277866407312,11.19156378412595
29,41.19976309950632,25.746592235469826,11.63045871283832
30,39.780689880858176,26.284106139266566,11.693418795160794
31,41.562003196573414,22.75477988803101,15.030505655404093
32,41.562003196573414,29.360505159014302,10.735477748253526
33,37.92229244391933,29.663556681821824,10.98489458683548
34,39.75428635330645,27.086584932773405,11.601265425524188
35,46.83717238504306,29.648350104071746,11.528235281708145
36,51.21683176352721,24.656003006009062,13.9431268833061
37,41.68172640053678,26.41566642092472,12.083434722124363
38,41.90038977067897,25.364297720829285,13.480783103591403
39,55.99605140792583,30.601525751448815,12.708099293625763
40,66.90288718876455,27.77832783877443,14.625464082175153
41,42.89486491053806,23.929212792019463,13.500374763687692
42,41.39473073067225,28.381689050903617,11.971512713680541
43,41.64710971589381,26.24328125759652,13.315274120686096
44,41.346330214316126,30.310674787319194,10.374034536234753
45,41.598857350666904,24.706093538744987,12.162540007626019
46,39.755292036578275,25.07870924869777,11.417944233763052
47,41.2086371783779,27.013458910618727,11.105919307568985
48,41.39834461822993,26.043914060387657,14.101668147525201
49,41.56714957525821,27.74689904170507,14.23286566327205
