gen,max,mean,std 
0,10.778557528933874,-5.356175557873841,6.512307097408004
1,23.757218783786374,-1.6564702772113598,6.9560515897067345
2,33.001515431389656,1.3283736795682557,8.225037398071049
3,32.30051299040284,2.473343414630539,9.805932685696723
4,28.614476687312557,3.4144667983855337,9.890185565440946
5,29.695473109566542,4.306270853742465,9.064818423650992
6,20.016844346537166,3.2972335723236297,7.994116320384611
7,26.82838243852148,5.382266919781733,8.307039323918003
8,25.238225092787008,7.561588610112558,7.005630576234639
9,28.03580708421356,9.149853056871105,6.808348825281447
10,22.32207584894698,10.905624563328008,4.760534016481181
11,29.2757307782804,11.453640678161559,6.660111894261168
12,36.172680193772294,15.378301248996621,10.086520028722713
13,34.419933735424394,17.381327868775813,8.0559261753107
14,45.71309395959909,20.51134982447119,9.491237363226512
15,45.71309395959909,21.532501672591778,9.669194600477958
16,39.333600807198884,22.47934154566504,8.408027643333867
17,42.06867126502422,21.903427435075535,11.365430311460686
18,42.06867126502422,24.109342130397028,8.149668302219975
19,42.06867126502422,25.56302471033599,8.147032831218192
20,39.334267156470155,23.99983299979784,8.338234029470689
21,41.99832438948097,22.726020658013756,12.328265632172133
22,42.931255669550765,24.733499310915796,10.925824635616479
23,39.350909668095625,26.79527105021966,6.5384335739483355
24,39.88793426015454,27.680593174659464,8.650540532036798
25,42.00985837020659,29.60617565876526,6.907304859356238
26,39.3341107794384,30.147307548037723,5.395781392815622
27,42.085023458403654,30.428210293758333,7.583135429215139
28,42.06668119122803,28.915611382696994,8.338683858595221
29,45.61469136371994,31.404963222428545,7.824075713854187
30,43.09533479684584,32.03416410426151,6.479231593638092
31,42.630674683015606,33.998513299583536,6.429100064706276
32,44.41645113648013,33.574054175360395,7.487725302545414
33,44.41645113648013,33.635502349409805,8.556587787835984
34,45.890623506254585,36.376184357628375,5.8078952326439355
35,44.372995143263196,36.46309677377991,5.427782475648819
36,44.447413834529726,36.90370120160871,5.435235603709621
37,44.40293669300881,37.4511098235281,4.948710625961431
38,48.24308081296604,35.944310580020854,5.5025546864333945
39,44.3477719410137,36.02714302372085,6.381330836890575
40,44.36236597595884,36.70758356074554,4.841405038001239
41,45.53319237147298,36.45592281856415,5.647330074741285
42,44.38047591509852,34.98437621555466,5.391613501510584
43,44.404107427483396,34.84590945248628,6.0888110884103215
44,42.17226198567106,36.13442196771193,4.950119484066771
45,44.42524585223775,36.421065081784,5.739063800162539
46,45.52683388705841,37.28404742863172,5.556585073892624
47,44.396328318677604,35.04635075450733,5.7933823819389145
48,44.396328318677604,36.48611106804209,5.995891511015096
49,44.396328318677604,37.40502361905653,5.428851155985856
