gen,max,mean,std 
0,7.3674450817766655,-3.6744296551902833,3.9288984305956767
1,16.59543084609588,1.1656625301162837,6.003772585687071
2,26.29139148389534,5.181084557619822,9.006129744842315
3,36.09679349883938,3.871394129875418,11.304548532655678
4,49.85305189251816,10.311911625170259,11.730052679645771
5,49.722939295912354,12.23474053031698,10.512049252239839
6,44.354911904162165,10.33826755248682,12.050205050041841
7,42.992324239896234,12.105211965008673,12.14536228489248
8,37.84144622153221,8.86624776602415,11.377572265318742
9,37.84144622153221,14.074811707110092,14.003133932207724
10,36.010902549999486,13.864901700605898,14.569803981655138
11,36.065536489267856,19.94404355931245,14.16444175025801
12,36.104543408063066,24.909660432140207,13.335838291130074
13,36.114372092961744,28.15869014713049,10.035939849703913
14,36.08131117031824,27.07497847855451,11.095601430235842
15,57.408199425400426,32.54184327998588,7.534280360055094
16,36.08373104151319,30.40390446406152,8.664308690306171
17,36.08373104151319,30.388752247650395,10.189661630950699
18,36.11615726462972,31.635464827895966,5.598324082785906
19,36.11615726462972,32.89108974387329,4.647002653050233
20,36.06512854660505,33.22274947517059,4.053380051120174
21,36.06512854660505,34.051991965381504,3.507459475878102
22,36.08117773979585,33.725430193351684,4.005870320097187
23,36.072847585155785,32.458586229742004,5.884415898981857
24,36.072847585155785,33.89949836666868,3.9476542685262577
25,36.06508735750586,33.92880783775557,3.8359825948287263
26,36.06561416188906,34.00868975358772,5.235614533468557
27,36.06611474756622,32.9532000763391,4.435866809594588
28,36.06559918608415,35.08474018520667,2.8400680780593657
29,36.06512854660505,33.42441030455649,4.220130845974463
30,36.11239676520312,35.5314752756143,2.0576947390924394
31,36.10521070307342,34.14432253433007,3.782751359196736
32,36.0651422553888,35.324666421005546,2.4779055320033825
33,36.0666566302583,33.70336262174693,5.360099938460002
34,36.0666566302583,34.36991259396357,3.592553628112524
35,36.0666566302583,34.14916413429889,3.7672974615017343
36,36.0666566302583,33.68202017696045,4.082108617181686
37,36.06562737969179,34.85838652959128,3.110065005189827
38,36.06550230942762,34.39117218204284,3.5760273814083643
39,36.066139447254656,34.15305160683745,3.762005565933669
40,36.066139447254656,33.91427240675298,3.931561577059321
41,36.06564058033591,34.38691001774619,3.5822983688533077
42,36.066139447254656,34.392107458999696,3.574648539520912
43,36.0651422553888,33.909282330547555,3.921360511429054
44,36.06562737969179,34.15358560908152,3.7569580792398853
45,36.06508735750586,34.62427748340209,3.354502629896582
46,36.06564058033591,32.97605268409976,4.402381916198195
47,36.06564058033591,33.9202938496504,3.9229815071386995
48,36.06564058033591,34.62257011714079,3.366820208311425
49,36.06564058033591,33.448427276986514,4.198576278434094
