gen,max,mean,std 
0,24.82311300975301,-2.9713638271579845,7.356359250940385
1,24.381064512592395,-2.3400410290156337,6.883425017981239
2,25.38793706938048,0.02670871899266558,10.944647638650281
3,39.08655146866937,5.259239116046847,10.42561156925856
4,31.704219834067754,3.7256554791349736,8.720426383972258
5,32.93471220551989,4.125767173951912,10.539772933106951
6,46.48934305351635,6.10495361135234,11.805206687893394
7,32.97679882989867,6.7692824877167315,10.047902505477035
8,46.48643166148595,10.11387141567684,13.298441302169337
9,39.5644648069691,9.274703865332405,12.01014740922124
10,39.628587127911885,8.982079053089409,10.192297762041715
11,31.56855922814558,11.098358418959242,10.762810510781708
12,32.62041460723107,13.885083537386885,10.790643368829961
13,29.2541325250738,12.116636483591407,9.242252759979085
14,25.341585131213932,11.949475090410026,9.400707877911124
15,35.81975353828646,12.586666278396569,10.49620022329207
16,32.11884827464038,14.285303359096488,7.882929087871247
17,39.38804340259287,13.051896361966561,10.579760735848437
18,26.61515314005138,14.796097363517339,9.859868799064847
19,27.62419889518414,10.816027391523956,8.522649041656098
20,29.573117594397374,11.659469570542743,10.36709148424877
21,27.575674741733884,11.174418836122657,11.158706169822542
22,39.3993365885819,17.32426487737194,10.557504499539448
23,39.38437387394862,16.659128200532532,10.070300706891539
24,39.38437387394862,19.200974070751826,9.8096311879375
25,27.530918210818523,12.728934150487351,9.39807298628747
26,27.530918210818523,14.663079382124616,9.034363275107681
27,26.750709364717547,15.225578017367056,8.256975241669778
28,37.43140338236927,13.599796198817705,11.038022597833693
29,26.633734329288718,11.824540328879156,10.594610385609064
30,26.633734329288718,11.388848872356913,9.786466812736377
31,41.8679125304145,16.593246714569297,10.173383398640263
32,26.572350480688065,13.73410296419802,10.923325317452642
33,26.639738565665674,15.055593033844184,10.681951137659096
34,42.09456265579337,13.877107446358059,11.69954819321956
35,42.09456265579337,14.458896159493065,12.651566237710261
36,33.079060002114204,18.275023461342037,8.234491520564566
37,41.12648864749793,18.913822704428423,11.130350561068518
38,41.0068506164802,19.809749331167183,13.188203480166607
39,39.3747483608371,19.036305799128435,11.317735459233418
40,45.99578918547958,21.051672545754663,12.170150698631128
41,45.99578918547958,19.01223814249051,13.228220284126722
42,48.18335251423788,16.39110503759746,12.162605427364669
43,42.2072886962664,20.410738794780666,10.589978115142493
44,45.92375558813829,18.9761385597845,12.53958400930503
45,56.38558760171476,18.26186370443031,14.933012032954833
46,40.941500061203044,15.353353639538387,11.896561857250841
47,66.4929482848496,21.732422263425782,14.473004047708331
48,46.1920375388004,21.04005817402585,12.51039433208329
49,56.48297589562688,24.093575828402777,15.076387082355668
